,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,d_2010_2018_resid_units,~,densification,-0.002071998846963132,1e-06,-2071.996774966357,0.0
1,d_2010_2018_resid_units,~,orig_percent_occupied_housing_units,0.002642528908803255,1.685618499267843e-05,156.76908821195087,0.0
2,d_2010_2018_resid_units,~,orig_percent_car_commuters,0.0005170357440783992,5.631096085672801e-06,91.81794172824564,0.0
3,d_2010_2018_resid_units,~,orig_percent_multi_family_units,0.0027369129032819607,2.6489973057044554e-05,103.3188215808813,0.0
4,d_2010_2018_resid_units,~,orig_percent_public_transport_commuters,0.001787295647844785,1.949899572848767e-05,91.66090300602899,0.0
5,d_2010_2018_resid_units,~,orig_percent_households_with_people_under_18,0.0008174845139159394,2.5794195516072225e-05,31.692575242906642,0.0
6,d_2010_2018_resid_units,~,orig_percent_public_transport_trips_under_45_min,0.0002469471267722837,1e-06,246.9468798254039,0.0
7,d_2010_2018_resid_units,~,orig_feet_distance_from_park,0.02782261833326364,1e-06,27822.59051067313,0.0
8,d_2010_2018_resid_units,~,orig_percent_of_households_in_same_house_year_ago,0.002518578017842693,1e-06,2518.5754992671937,0.0
9,d_2010_2018_resid_units,~,2002_2010_percent_upzoned,0.0013630942016564314,1.7993103305657145e-05,75.75647750943487,0.0
10,d_2010_2018_resid_units,~,d_2010_2018_per_capita_income,0.4368883662790822,0.00010327888636529505,4230.180799041899,0.0
11,d_2010_2018_resid_units,~,d_2010_2018_median_gross_rent,0.012946562962153242,1e-06,12946.550015603227,0.0
12,d_2010_2018_resid_units,~,d_2010_2018_median_home_value,5.190151409808421,0.00022178985247912463,23401.21213118043,0.0
13,d_2010_2018_resid_units,~,d_2010_2018_percent_of_households_in_same_house_year_ago,-4.3517508428137614e-05,1.1968885169205495e-06,-36.35883497426132,0.0
14,d_2010_2018_resid_units,~,d_2010_2018_percent_bachelor_degree_or_higher,0.000258024656878182,7.163975757542432e-08,3601.6461245057367,0.0
15,d_2010_2018_per_capita_income,~,densification,4.8926531311586096e-05,1e-06,48.92648238510371,0.0
16,d_2010_2018_per_capita_income,~,orig_percent_occupied_housing_units,0.000447384464356394,1e-06,447.384016972377,0.0
17,d_2010_2018_per_capita_income,~,orig_percent_non_hispanic_black_alone,0.00010570058387457764,3.602923673322513e-06,29.337439291258793,0.0
18,d_2010_2018_per_capita_income,~,orig_percent_hispanic_any_race,0.00010541869244290507,1e-06,105.41858702431804,0.0
19,d_2010_2018_per_capita_income,~,orig_percent_car_commuters,0.00012360039211996922,9.773620857776546e-06,12.646324353302507,0.0
20,d_2010_2018_per_capita_income,~,orig_percent_bachelor_degree_or_higher,0.00020942259268207677,1e-06,209.4223832596935,0.0
21,d_2010_2018_per_capita_income,~,orig_percent_multi_family_units,0.000412629866567948,8.969647020490368e-07,460.0285893042872,0.0
22,d_2010_2018_per_capita_income,~,orig_per_capita_income,0.19591273278520935,1e-06,195912.53687267247,0.0
23,d_2010_2018_per_capita_income,~,orig_percent_non_hispanic_or_latino_white_alone,0.0002749377314756382,1e-06,274.93745653818166,0.0
24,d_2010_2018_per_capita_income,~,orig_percent_public_transport_commuters,0.0002767485280313079,5.405152992814996e-07,512.0077385255277,0.0
25,d_2010_2018_per_capita_income,~,orig_percent_households_with_people_under_18,0.00014385252622502124,1e-06,143.85238237263889,0.0
26,d_2010_2018_per_capita_income,~,orig_resid_unit_density,0.04876087393965988,1e-06,48760.825178834704,0.0
27,d_2010_2018_per_capita_income,~,orig_pop_density,0.10185322270504488,0.0001523972061723944,668.3404807400882,0.0
28,d_2010_2018_per_capita_income,~,orig_median_gross_rent,0.005551893425801524,1e-06,5551.88787391365,0.0
29,d_2010_2018_per_capita_income,~,orig_percent_public_transport_trips_under_45_min,3.266711681168735e-05,5.731143564756174e-07,56.999199973587054,0.0
30,d_2010_2018_per_capita_income,~,orig_feet_distance_from_park,0.005658106567565666,1e-06,5658.100909464756,0.0
31,d_2010_2018_per_capita_income,~,orig_percent_of_households_in_same_house_year_ago,0.00043497579727435503,2.495984254042587e-07,1742.6955072907529,0.0
32,d_2010_2018_per_capita_income,~,orig_median_home_value,2.060787655928437,1e-06,2060785.5951428418,0.0
33,d_2010_2018_per_capita_income,~,orig_percent_non_hispanic_asian_alone,5.453252562417428e-05,1e-06,54.53247109170319,0.0
34,d_2010_2018_per_capita_income,~,2002_2010_percent_upzoned,0.00016711366543613467,3.264749421646276e-07,511.87130153641317,0.0
35,d_2010_2018_per_capita_income,~,d_2010_2018_resid_units,0.0005364660582462465,1e-06,536.4655217807247,0.0
36,d_2010_2018_per_capita_income,~,d_2010_2018_percent_non_hispanic_or_latino_white_alone,-7.776173942196609e-07,1e-06,-0.7776166166030444,0.4367950621007006
37,d_2010_2018_per_capita_income,~,d_2010_2018_percent_hispanic_any_race,-3.1903432192249617e-06,1e-06,-3.190340028884933,0.001421054889645168
38,d_2010_2018_per_capita_income,~,d_2010_2018_median_gross_rent,0.0027786365449753957,1e-06,2778.6337663416293,0.0
39,d_2010_2018_per_capita_income,~,d_2010_2018_median_home_value,0.5917541838672835,1e-06,591753.5921136914,0.0
40,d_2010_2018_per_capita_income,~,d_2010_2018_percent_of_households_in_same_house_year_ago,3.216806506542069e-06,1e-06,3.2168032897387793,0.0012962744280107241
41,d_2010_2018_per_capita_income,~,d_2010_2018_percent_bachelor_degree_or_higher,4.4030475129267185e-05,1e-06,44.03043109883609,0.0
42,d_2010_2018_per_capita_income,~,d_2010_2018_percent_car_trips_under_45_min,0.00014447065305791363,1e-06,144.47050858740505,0.0
43,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,densification,1.2002180083999703,9.78003257961853e-08,12272001.413367182,0.0
44,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_occupied_housing_units,-0.09888146504065254,1.2789863702641697e-06,-77312.3076424351,0.0
45,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_non_hispanic_black_alone,0.03637540348568422,1.537962610218947e-05,2365.16810479142,0.0
46,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_hispanic_any_race,-0.013189776411290158,1.131542367210976e-05,-1165.6457263862396,0.0
47,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_median_age,-0.04590901365957523,1.8366290633032336e-06,-24996.33136626682,0.0
48,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_car_commuters,-0.05376201883202441,5.167287141612257e-06,-10404.300545788801,0.0
49,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_bachelor_degree_or_higher,-0.03955517944614697,1.6717923403330683e-05,-2366.034113556971,0.0
50,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_multi_family_units,-0.060367634405433974,8.877670593740437e-06,-6799.940025715598,0.0
51,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_non_hispanic_or_latino_white_alone,-0.1209366080073206,1.4331695008018695e-05,-8438.401703444983,0.0
52,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_public_transport_commuters,-0.034505861094815224,6.653853597265919e-06,-5185.845375850825,0.0
53,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_households_with_people_under_18,-0.028142617366082975,2.141338003508709e-06,-13142.532462150857,0.0
54,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_resid_unit_density,-3.220879879225482,5.99647717437808e-05,-53712.867269384136,0.0
55,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_pop_density,-7.832739732222406,3.0110615813377086e-05,-260132.1580613585,0.0
56,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_median_gross_rent,-1.3151501124223028,0.0005962672169350461,-2205.6388023088793,0.0
57,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_public_transport_trips_under_45_min,-0.009203043087140247,1.4028170937944131e-06,-6560.396624374434,0.0
58,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_feet_distance_from_park,-1.6936167990197437,0.00023861791976705836,-7097.6094066005735,0.0
59,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,2010_2018_percent_upzoned,0.005081068831407585,1.1083304979433353e-06,4584.430597556978,0.0
60,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_of_households_in_same_house_year_ago,-0.09563808019123998,2.679223959950097e-06,-35696.173938683125,0.0
61,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,orig_percent_non_hispanic_asian_alone,-0.02974280571185274,5.872508172214566e-06,-5064.7525341601995,0.0
62,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,2002_2010_percent_upzoned,0.0022460418288946043,1.660139276079315e-05,135.2923652831482,0.0
63,d_2010_2018_percent_non_hispanic_or_latino_white_alone,~,d_2010_2018_per_capita_income,0.28838191245813394,2.0358326098635146e-06,141652.98728783024,0.0
