,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,d_2010_2018_pop_density,~,2002_2010_percent_upzoned,17.196214107617816,2.560618073519798,6.715649743100254,1.8723023131883565e-11
1,d_2010_2018_pop_density,~,2010_2018_percent_upzoned,-8.862257437696648,6.600028829174614,-1.342760413184983,0.1793495655766355
2,d_2010_2018_pop_density,~,orig_pop_density,-0.20251417053429616,0.016583837323539977,-12.211538654845903,0.0
3,d_2010_2018_pop_density,~,orig_percent_non_hispanic_or_latino_white_alone,-7.171907351571143,6.742427433070641,-1.063698115072459,0.28746547863461513
4,d_2010_2018_pop_density,~,orig_percent_non_hispanic_black_alone,-15.867313474520014,7.2011260310933585,-2.203448933681369,0.02756312247544601
5,d_2010_2018_pop_density,~,orig_percent_hispanic_any_race,-8.330585522360224,5.300588413342549,-1.5716341041287127,0.1160354324495314
6,d_2010_2018_pop_density,~,orig_percent_non_hispanic_asian_alone,-23.849200008369344,7.848788278044057,-3.038583684959534,0.00237693077398915
7,d_2010_2018_pop_density,~,orig_median_age,5.343728510786783,13.536338862852453,0.39476911481959814,0.6930132902996937
8,d_2010_2018_pop_density,~,orig_per_capita_income,-0.04862784534885568,0.00845018601148571,-5.7546479186381,8.682255359104829e-09
9,d_2010_2018_pop_density,~,orig_resid_unit_density,0.3586256372664268,0.03629771327273056,9.880116539627084,0.0
10,d_2010_2018_pop_density,~,orig_percent_multi_family_units,8.473739738399528,3.6423064153854456,2.326476350974571,0.01999315265232915
11,d_2010_2018_pop_density,~,orig_percent_occupied_housing_units,-87.23013123974678,11.727712237275526,-7.43794948877462,1.0236256287043943e-13
12,d_2010_2018_pop_density,~,orig_median_gross_rent,-0.1966717746524308,0.25904498209705346,-0.7592186231887202,0.4477217874720283
13,d_2010_2018_pop_density,~,orig_median_home_value,-5.216964449715485e-05,0.00038971378421413555,-0.13386656176016268,0.8935080920951297
14,d_2010_2018_pop_density,~,orig_percent_households_with_people_under_18,0.016777162539881263,7.595049948974109,0.002208960132269467,0.9982375062483828
15,d_2010_2018_pop_density,~,orig_percent_of_households_in_same_house_year_ago,-10.13145561086036,10.284990329583916,-0.9850719627530508,0.3245887241105465
16,d_2010_2018_pop_density,~,orig_percent_bachelor_degree_or_higher,-7.51600189763449,6.2386403439086555,-1.204749990912977,0.22829983094984763
17,d_2010_2018_pop_density,~,orig_percent_car_commuters,25.7746098952177,8.153969441731446,3.160989267791695,0.0015723429167460168
18,d_2010_2018_pop_density,~,orig_percent_public_transport_commuters,39.0455428228693,7.892286512754737,4.947304277380552,7.524830265559501e-07
19,d_2010_2018_pop_density,~,orig_percent_public_transport_trips_under_45_min,21.24244671466956,13.960736636420437,1.5215849469755949,0.12811311167583606
20,d_2010_2018_pop_density,~,orig_percent_car_trips_under_45_min,-1.8286088564828642,2.905487166009179,-0.6293639420868321,0.5291108186310942
21,d_2010_2018_pop_density,~,orig_square_meter_greenspace_coverage,-0.0006170362626175118,0.00024292382814332646,-2.54004008084961,0.01108397658196525
22,d_2010_2018_pop_density,~,orig_feet_distance_from_park,0.0948165565708751,0.08914064624137641,1.0636736502118875,0.28747656518442266
23,d_2010_2018_resid_unit_density,~,2002_2010_percent_upzoned,3.8464300865490704,0.6290476322730603,6.114688124083547,9.674598899778175e-10
